,fips_code,county,state,c3_data_id
787,2070.0,Dillingham,Alaska,Dillingham_Alaska_UnitedStates
788,45033.0,Dillon,SouthCarolina,Dillon_SouthCarolina_UnitedStates
789,48127.0,Dimmit,Texas,Dimmit_Texas_UnitedStates
792,38023.0,Divide,NorthDakota,Divide_NorthDakota_UnitedStates
793,12029.0,Dixie,Florida,Dixie_Florida_UnitedStates
794,31051.0,Dixon,Nebraska,Dixon_Nebraska_UnitedStates
795,54017.0,Doddridge,WestVirginia,Doddridge_WestVirginia_UnitedStates
796,13091.0,Dodge,Georgia,Dodge_Georgia_UnitedStates
800,8033.0,Dolores,Colorado,Dolores_Colorado_UnitedStates
803,48129.0,Donley,Texas,Donley_Texas_UnitedStates
804,13093.0,Dooly,Georgia,Dooly_Georgia_UnitedStates
805,55029.0,Door,Wisconsin,Door_Wisconsin_UnitedStates
811,17041.0,Douglas,Illinois,Douglas_Illinois_UnitedStates
814,29067.0,Douglas,Missouri,Douglas_Missouri_UnitedStates
818,46043.0,Douglas,SouthDakota,Douglas_SouthDakota_UnitedStates
822,5043.0,Drew,Arkansas,Drew_Arkansas_UnitedStates
824,18037.0,Dubois,Indiana,Dubois_Indiana_UnitedStates
826,49013.0,Duchesne,Utah,Duchesne_Utah_UnitedStates
829,25007.0,Dukes,Massachusetts,Dukes_Massachusetts_UnitedStates
830,31057.0,Dundy,Nebraska,Dundy_Nebraska_UnitedStates
831,29069.0,Dunklin,Missouri,Dunklin_Missouri_UnitedStates
832,38025.0,Dunn,NorthDakota,Dunn_NorthDakota_UnitedStates
834,37061.0,Duplin,NorthCarolina,Duplin_NorthCarolina_UnitedStates
838,48131.0,Duval,Texas,Duval_Texas_UnitedStates
839,47045.0,Dyer,Tennessee,Dyer_Tennessee_UnitedStates
840,8037.0,Eagle,Colorado,Eagle_Colorado_UnitedStates
841,13099.0,Early,Georgia,Early_Georgia_UnitedStates
843,22035.0,EastCarroll,Louisiana,EastCarroll_Louisiana_UnitedStates
845,48133.0,Eastland,Texas,Eastland_Texas_UnitedStates
848,13101.0,Echols,Georgia,Echols_Georgia_UnitedStates
850,35015.0,Eddy,NewMexico,Eddy_NewMexico_UnitedStates
851,38027.0,Eddy,NorthDakota,Eddy_NorthDakota_UnitedStates
852,17045.0,Edgar,Illinois,Edgar_Illinois_UnitedStates
856,46045.0,Edmunds,SouthDakota,Edmunds_SouthDakota_UnitedStates
857,17047.0,Edwards,Illinois,Edwards_Illinois_UnitedStates
858,20047.0,Edwards,Kansas,Edwards_Kansas_UnitedStates
859,48137.0,Edwards,Texas,Edwards_Texas_UnitedStates
861,17049.0,Effingham,Illinois,Effingham_Illinois_UnitedStates
866,13105.0,Elbert,Georgia,Elbert_Georgia_UnitedStates
867,20049.0,Elk,Kansas,Elk_Kansas_UnitedStates
868,42047.0,Elk,Pennsylvania,Elk_Pennsylvania_UnitedStates
870,32007.0,Elko,Nevada,Elko_Nevada_UnitedStates
871,21063.0,Elliott,Kentucky,Elliott_Kentucky_UnitedStates
872,20051.0,Ellis,Kansas,Ellis_Kansas_UnitedStates
873,40045.0,Ellis,Oklahoma,Ellis_Oklahoma_UnitedStates
875,20053.0,Ellsworth,Kansas,Ellsworth_Kansas_UnitedStates
878,13107.0,Emanuel,Georgia,Emanuel_Georgia_UnitedStates
879,49015.0,Emery,Utah,Emery_Utah_UnitedStates
880,19063.0,Emmet,Iowa,Emmet_Iowa_UnitedStates
881,26047.0,Emmet,Michigan,Emmet_Michigan_UnitedStates
882,38029.0,Emmons,NorthDakota,Emmons_NorthDakota_UnitedStates
883,51595.0,Emporia,Virginia,Emporia_Virginia_UnitedStates
888,1053.0,Escambia,Alabama,Escambia_Alabama_UnitedStates
890,32009.0,Esmeralda,Nevada,Esmeralda_Nevada_UnitedStates
893,36031.0,Essex,NewYork,Essex_NewYork_UnitedStates
894,50009.0,Essex,Vermont,Essex_Vermont_UnitedStates
895,51057.0,Essex,Virginia,Essex_Virginia_UnitedStates
896,21065.0,Estill,Kentucky,Estill_Kentucky_UnitedStates
898,32011.0,Eureka,Nevada,Eureka_Nevada_UnitedStates
899,22039.0,Evangeline,Louisiana,Evangeline_Louisiana_UnitedStates
900,13109.0,Evans,Georgia,Evans_Georgia_UnitedStates
907,46047.0,FallRiver,SouthDakota,FallRiver_SouthDakota_UnitedStates
908,30025.0,Fallon,Montana,Fallon_Montana_UnitedStates
911,13111.0,Fannin,Georgia,Fannin_Georgia_UnitedStates
912,48147.0,Fannin,Texas,Fannin_Texas_UnitedStates
913,27043.0,Faribault,Minnesota,Faribault_Minnesota_UnitedStates
914,46049.0,Faulk,SouthDakota,Faulk_SouthDakota_UnitedStates
917,1057.0,Fayette,Alabama,Fayette_Alabama_UnitedStates
919,17051.0,Fayette,Illinois,Fayette_Illinois_UnitedStates
921,19065.0,Fayette,Iowa,Fayette_Iowa_UnitedStates
926,48149.0,Fayette,Texas,Fayette_Texas_UnitedStates
928,47049.0,Fentress,Tennessee,Fentress_Tennessee_UnitedStates
929,30027.0,Fergus,Montana,Fergus_Montana_UnitedStates
930,53019.0,Ferry,Washington,Ferry_Washington_UnitedStates
932,31059.0,Fillmore,Nebraska,Fillmore_Nebraska_UnitedStates
933,20055.0,Finney,Kansas,Finney_Kansas_UnitedStates
934,48151.0,Fisher,Texas,Fisher_Texas_UnitedStates
936,30029.0,Flathead,Montana,Flathead_Montana_UnitedStates
937,21069.0,Fleming,Kentucky,Fleming_Kentucky_UnitedStates
939,55037.0,Florence,Wisconsin,Florence_Wisconsin_UnitedStates
942,19067.0,Floyd,Iowa,Floyd_Iowa_UnitedStates
943,21071.0,Floyd,Kentucky,Floyd_Kentucky_UnitedStates
944,48153.0,Floyd,Texas,Floyd_Texas_UnitedStates
947,48155.0,Foard,Texas,Foard_Texas_UnitedStates
950,20057.0,Ford,Kansas,Ford_Kansas_UnitedStates
951,42053.0,Forest,Pennsylvania,Forest_Pennsylvania_UnitedStates
952,55041.0,Forest,Wisconsin,Forest_Wisconsin_UnitedStates
957,38031.0,Foster,NorthDakota,Foster_NorthDakota_UnitedStates
958,18045.0,Fountain,Indiana,Fountain_Indiana_UnitedStates
959,51620.0,FranklinCity,Virginia,FranklinCity_Virginia_UnitedStates
960,1059.0,Franklin,Alabama,Franklin_Alabama_UnitedStates
961,5047.0,Franklin,Arkansas,Franklin_Arkansas_UnitedStates
962,12037.0,Franklin,Florida,Franklin_Florida_UnitedStates
963,13119.0,Franklin,Georgia,Franklin_Georgia_UnitedStates
965,17055.0,Franklin,Illinois,Franklin_Illinois_UnitedStates
966,18047.0,Franklin,Indiana,Franklin_Indiana_UnitedStates
967,19069.0,Franklin,Iowa,Franklin_Iowa_UnitedStates
970,22041.0,Franklin,Louisiana,Franklin_Louisiana_UnitedStates
971,23007.0,Franklin,Maine,Franklin_Maine_UnitedStates
973,28037.0,Franklin,Mississippi,Franklin_Mississippi_UnitedStates
975,31061.0,Franklin,Nebraska,Franklin_Nebraska_UnitedStates
976,36033.0,Franklin,NewYork,Franklin_NewYork_UnitedStates
981,48159.0,Franklin,Texas,Franklin_Texas_UnitedStates
988,27047.0,Freeborn,Minnesota,Freeborn_Minnesota_UnitedStates
989,48161.0,Freestone,Texas,Freestone_Texas_UnitedStates
992,19071.0,Fremont,Iowa,Fremont_Iowa_UnitedStates
993,56013.0,Fremont,Wyoming,Fremont_Wyoming_UnitedStates
995,48163.0,Frio,Texas,Frio_Texas_UnitedStates
996,31063.0,Frontier,Nebraska,Frontier_Nebraska_UnitedStates
997,5049.0,Fulton,Arkansas,Fulton_Arkansas_UnitedStates
1000,18049.0,Fulton,Indiana,Fulton_Indiana_UnitedStates
1001,21075.0,Fulton,Kentucky,Fulton_Kentucky_UnitedStates
1004,42057.0,Fulton,Pennsylvania,Fulton_Pennsylvania_UnitedStates
1005,31065.0,Furnas,Nebraska,Furnas_Nebraska_UnitedStates
1008,48165.0,Gaines,Texas,Gaines_Texas_UnitedStates
1009,51640.0,Galax,Virginia,Galax_Virginia_UnitedStates
1010,17059.0,Gallatin,Illinois,Gallatin_Illinois_UnitedStates
1012,30031.0,Gallatin,Montana,Gallatin_Montana_UnitedStates
1015,31069.0,Garden,Nebraska,Garden_Nebraska_UnitedStates
1016,8045.0,Garfield,Colorado,Garfield_Colorado_UnitedStates
1017,30033.0,Garfield,Montana,Garfield_Montana_UnitedStates
1018,31071.0,Garfield,Nebraska,Garfield_Nebraska_UnitedStates
1019,40047.0,Garfield,Oklahoma,Garfield_Oklahoma_UnitedStates
1020,49017.0,Garfield,Utah,Garfield_Utah_UnitedStates
1021,53023.0,Garfield,Washington,Garfield_Washington_UnitedStates
1023,21079.0,Garrard,Kentucky,Garrard_Kentucky_UnitedStates
1024,24023.0,Garrett,Maryland,Garrett_Maryland_UnitedStates
1025,40049.0,Garvin,Oklahoma,Garvin_Oklahoma_UnitedStates
1026,48169.0,Garza,Texas,Garza_Texas_UnitedStates
1027,29073.0,Gasconade,Missouri,Gasconade_Missouri_UnitedStates
1036,29075.0,Gentry,Missouri,Gentry_Missouri_UnitedStates
1037,28039.0,George,Mississippi,George_Mississippi_UnitedStates
1039,18051.0,Gibson,Indiana,Gibson_Indiana_UnitedStates
1040,47053.0,Gibson,Tennessee,Gibson_Tennessee_UnitedStates
1043,47055.0,Giles,Tennessee,Giles_Tennessee_UnitedStates
1045,48171.0,Gillespie,Texas,Gillespie_Texas_UnitedStates
1046,41021.0,Gilliam,Oregon,Gilliam_Oregon_UnitedStates
1047,13123.0,Gilmer,Georgia,Gilmer_Georgia_UnitedStates
1048,54021.0,Gilmer,WestVirginia,Gilmer_WestVirginia_UnitedStates
1050,30035.0,Glacier,Montana,Glacier_Montana_UnitedStates
1051,12043.0,Glades,Florida,Glades_Florida_UnitedStates
1052,26051.0,Gladwin,Michigan,Gladwin_Michigan_UnitedStates
1053,13125.0,Glascock,Georgia,Glascock_Georgia_UnitedStates
1054,48173.0,Glasscock,Texas,Glasscock_Texas_UnitedStates
1055,6021.0,Glenn,California,Glenn_California_UnitedStates
1059,26053.0,Gogebic,Michigan,Gogebic_Michigan_UnitedStates
1060,30037.0,GoldenValley,Montana,GoldenValley_Montana_UnitedStates
1061,38033.0,GoldenValley,NorthDakota,GoldenValley_NorthDakota_UnitedStates
1063,48177.0,Gonzales,Texas,Gonzales_Texas_UnitedStates
1066,16047.0,Gooding,Idaho,Gooding_Idaho_UnitedStates
1068,56015.0,Goshen,Wyoming,Goshen_Wyoming_UnitedStates
1069,31073.0,Gosper,Nebraska,Gosper_Nebraska_UnitedStates
1070,20063.0,Gove,Kansas,Gove_Kansas_UnitedStates
1071,13131.0,Grady,Georgia,Grady_Georgia_UnitedStates
1073,33009.0,Grafton,NewHampshire,Grafton_NewHampshire_UnitedStates
1074,4009.0,Graham,Arizona,Graham_Arizona_UnitedStates
1075,20065.0,Graham,Kansas,Graham_Kansas_UnitedStates
1076,37075.0,Graham,NorthCarolina,Graham_NorthCarolina_UnitedStates
1080,26055.0,GrandTraverse,Michigan,GrandTraverse_Michigan_UnitedStates
1081,8049.0,Grand,Colorado,Grand_Colorado_UnitedStates
1082,49019.0,Grand,Utah,Grand_Utah_UnitedStates
1083,30039.0,Granite,Montana,Granite_Montana_UnitedStates
1086,20067.0,Grant,Kansas,Grant_Kansas_UnitedStates
1089,27051.0,Grant,Minnesota,Grant_Minnesota_UnitedStates
1090,31075.0,Grant,Nebraska,Grant_Nebraska_UnitedStates
1091,35017.0,Grant,NewMexico,Grant_NewMexico_UnitedStates
1092,38037.0,Grant,NorthDakota,Grant_NorthDakota_UnitedStates
1093,40053.0,Grant,Oklahoma,Grant_Oklahoma_UnitedStates
1094,41023.0,Grant,Oregon,Grant_Oregon_UnitedStates
1095,46051.0,Grant,SouthDakota,Grant_SouthDakota_UnitedStates
1096,53025.0,Grant,Washington,Grant_Washington_UnitedStates
1097,54023.0,Grant,WestVirginia,Grant_WestVirginia_UnitedStates
1101,21083.0,Graves,Kentucky,Graves_Kentucky_UnitedStates
1102,20069.0,Gray,Kansas,Gray_Kansas_UnitedStates
1105,21085.0,Grayson,Kentucky,Grayson_Kentucky_UnitedStates
1107,51077.0,Grayson,Virginia,Grayson_Virginia_UnitedStates
1108,20071.0,Greeley,Kansas,Greeley_Kansas_UnitedStates
1109,31077.0,Greeley,Nebraska,Greeley_Nebraska_UnitedStates
1110,55047.0,GreenLake,Wisconsin,GreenLake_Wisconsin_UnitedStates
1111,21087.0,Green,Kentucky,Green_Kentucky_UnitedStates
1113,54025.0,Greenbrier,WestVirginia,Greenbrier_WestVirginia_UnitedStates
1114,1063.0,Greene,Alabama,Greene_Alabama_UnitedStates
1116,13133.0,Greene,Georgia,Greene_Georgia_UnitedStates
1117,17061.0,Greene,Illinois,Greene_Illinois_UnitedStates
1118,18055.0,Greene,Indiana,Greene_Indiana_UnitedStates
1119,19073.0,Greene,Iowa,Greene_Iowa_UnitedStates
1120,28041.0,Greene,Mississippi,Greene_Mississippi_UnitedStates
1122,36039.0,Greene,NewYork,Greene_NewYork_UnitedStates
1123,37079.0,Greene,NorthCarolina,Greene_NorthCarolina_UnitedStates
1125,42059.0,Greene,Pennsylvania,Greene_Pennsylvania_UnitedStates
1128,4011.0,Greenlee,Arizona,Greenlee_Arizona_UnitedStates
1129,51081.0,Greensville,Virginia,Greensville_Virginia_UnitedStates
1132,20073.0,Greenwood,Kansas,Greenwood_Kansas_UnitedStates
1134,40055.0,Greer,Oklahoma,Greer_Oklahoma_UnitedStates
1136,46053.0,Gregory,SouthDakota,Gregory_SouthDakota_UnitedStates
1137,28043.0,Grenada,Mississippi,Grenada_Mississippi_UnitedStates
1138,38039.0,Griggs,NorthDakota,Griggs_NorthDakota_UnitedStates
1139,48185.0,Grimes,Texas,Grimes_Texas_UnitedStates
1142,29079.0,Grundy,Missouri,Grundy_Missouri_UnitedStates
1143,47061.0,Grundy,Tennessee,Grundy_Tennessee_UnitedStates
1144,35019.0,Guadalupe,NewMexico,Guadalupe_NewMexico_UnitedStates
1149,8051.0,Gunnison,Colorado,Gunnison_Colorado_UnitedStates
1152,46055.0,Haakon,SouthDakota,Haakon_SouthDakota_UnitedStates
1154,2100.0,Haines,Alaska,Haines_Alaska_UnitedStates
1158,51083.0,Halifax,Virginia,Halifax_Virginia_UnitedStates
1161,48191.0,Hall,Texas,Hall_Texas_UnitedStates
1163,12047.0,Hamilton,Florida,Hamilton_Florida_UnitedStates
1164,17065.0,Hamilton,Illinois,Hamilton_Illinois_UnitedStates
1166,19079.0,Hamilton,Iowa,Hamilton_Iowa_UnitedStates
1167,20075.0,Hamilton,Kansas,Hamilton_Kansas_UnitedStates
1169,36041.0,Hamilton,NewYork,Hamilton_NewYork_UnitedStates
1172,48193.0,Hamilton,Texas,Hamilton_Texas_UnitedStates
1173,46057.0,Hamlin,SouthDakota,Hamlin_SouthDakota_UnitedStates
1177,45049.0,Hampton,SouthCarolina,Hampton_SouthCarolina_UnitedStates
1179,13141.0,Hancock,Georgia,Hancock_Georgia_UnitedStates
1180,17067.0,Hancock,Illinois,Hancock_Illinois_UnitedStates
1182,19081.0,Hancock,Iowa,Hancock_Iowa_UnitedStates
1184,23009.0,Hancock,Maine,Hancock_Maine_UnitedStates
1187,47067.0,Hancock,Tennessee,Hancock_Tennessee_UnitedStates
1189,46059.0,Hand,SouthDakota,Hand_SouthDakota_UnitedStates
1191,48195.0,Hansford,Texas,Hansford_Texas_UnitedStates
1192,46061.0,Hanson,SouthDakota,Hanson_SouthDakota_UnitedStates
1195,47069.0,Hardeman,Tennessee,Hardeman_Tennessee_UnitedStates
1196,48197.0,Hardeman,Texas,Hardeman_Texas_UnitedStates
1197,17069.0,Hardin,Illinois,Hardin_Illinois_UnitedStates
1198,19083.0,Hardin,Iowa,Hardin_Iowa_UnitedStates
1200,39065.0,Hardin,Ohio,Hardin_Ohio_UnitedStates
1201,47071.0,Hardin,Tennessee,Hardin_Tennessee_UnitedStates
1203,35021.0,Harding,NewMexico,Harding_NewMexico_UnitedStates
1204,46063.0,Harding,SouthDakota,Harding_SouthDakota_UnitedStates
1205,54031.0,Hardy,WestVirginia,Hardy_WestVirginia_UnitedStates
1207,21095.0,Harlan,Kentucky,Harlan_Kentucky_UnitedStates
1208,31083.0,Harlan,Nebraska,Harlan_Nebraska_UnitedStates
1209,40057.0,Harmon,Oklahoma,Harmon_Oklahoma_UnitedStates
1211,41025.0,Harney,Oregon,Harney_Oregon_UnitedStates
1212,20077.0,Harper,Kansas,Harper_Kansas_UnitedStates
1213,40059.0,Harper,Oklahoma,Harper_Oklahoma_UnitedStates
1218,21097.0,Harrison,Kentucky,Harrison_Kentucky_UnitedStates
1220,29081.0,Harrison,Missouri,Harrison_Missouri_UnitedStates
1221,39067.0,Harrison,Ohio,Harrison_Ohio_UnitedStates
1223,54033.0,Harrison,WestVirginia,Harrison_WestVirginia_UnitedStates
1225,13147.0,Hart,Georgia,Hart_Georgia_UnitedStates
1226,21099.0,Hart,Kentucky,Hart_Kentucky_UnitedStates
1228,48205.0,Hartley,Texas,Hartley_Texas_UnitedStates
1230,20081.0,Haskell,Kansas,Haskell_Kansas_UnitedStates
1231,40061.0,Haskell,Oklahoma,Haskell_Oklahoma_UnitedStates
1232,48207.0,Haskell,Texas,Haskell_Texas_UnitedStates
1233,15001.0,Hawaii,Hawaii,Hawaii_Hawaii_UnitedStates
1235,31085.0,Hayes,Nebraska,Hayes_Nebraska_UnitedStates
1238,47075.0,Haywood,Tennessee,Haywood_Tennessee_UnitedStates
1240,48211.0,Hemphill,Texas,Hemphill_Texas_UnitedStates
1241,5057.0,Hempstead,Arkansas,Hempstead_Arkansas_UnitedStates
1242,17071.0,Henderson,Illinois,Henderson_Illinois_UnitedStates
1245,47077.0,Henderson,Tennessee,Henderson_Tennessee_UnitedStates
1255,19087.0,Henry,Iowa,Henry_Iowa_UnitedStates
1257,29083.0,Henry,Missouri,Henry_Missouri_UnitedStates
1258,39069.0,Henry,Ohio,Henry_Ohio_UnitedStates
1259,47079.0,Henry,Tennessee,Henry_Tennessee_UnitedStates
1263,37091.0,Hertford,NorthCarolina,Hertford_NorthCarolina_UnitedStates
1264,38041.0,Hettinger,NorthDakota,Hettinger_NorthDakota_UnitedStates
1265,21105.0,Hickman,Kentucky,Hickman_Kentucky_UnitedStates
1267,29085.0,Hickory,Missouri,Hickory_Missouri_UnitedStates
1268,35023.0,Hidalgo,NewMexico,Hidalgo_NewMexico_UnitedStates
1270,39071.0,Highland,Ohio,Highland_Ohio_UnitedStates
1271,51091.0,Highland,Virginia,Highland_Virginia_UnitedStates
1273,30041.0,Hill,Montana,Hill_Montana_UnitedStates
1274,48217.0,Hill,Texas,Hill_Texas_UnitedStates
1279,8053.0,Hinsdale,Colorado,Hinsdale_Colorado_UnitedStates
1280,31087.0,Hitchcock,Nebraska,Hitchcock_Nebraska_UnitedStates
1283,20083.0,Hodgeman,Kansas,Hodgeman_Kansas_UnitedStates
1285,12059.0,Holmes,Florida,Holmes_Florida_UnitedStates
1286,28051.0,Holmes,Mississippi,Holmes_Mississippi_UnitedStates
1287,39075.0,Holmes,Ohio,Holmes_Ohio_UnitedStates
1288,29087.0,Holt,Missouri,Holt_Missouri_UnitedStates
1289,31089.0,Holt,Nebraska,Holt_Nebraska_UnitedStates
1293,31091.0,Hooker,Nebraska,Hooker_Nebraska_UnitedStates
1296,21107.0,Hopkins,Kentucky,Hopkins_Kentucky_UnitedStates
1300,56017.0,HotSprings,Wyoming,HotSprings_Wyoming_UnitedStates
1301,26061.0,Houghton,Michigan,Houghton_Michigan_UnitedStates
1305,47083.0,Houston,Tennessee,Houston_Tennessee_UnitedStates
1306,48225.0,Houston,Texas,Houston_Texas_UnitedStates
1307,5061.0,Howard,Arkansas,Howard_Arkansas_UnitedStates
1309,19089.0,Howard,Iowa,Howard_Iowa_UnitedStates
1311,29089.0,Howard,Missouri,Howard_Missouri_UnitedStates
1314,29091.0,Howell,Missouri,Howell_Missouri_UnitedStates
1315,27057.0,Hubbard,Minnesota,Hubbard_Minnesota_UnitedStates
1317,48229.0,Hudspeth,Texas,Hudspeth_Texas_UnitedStates
1318,8055.0,Huerfano,Colorado,Huerfano_Colorado_UnitedStates
1319,40063.0,Hughes,Oklahoma,Hughes_Oklahoma_UnitedStates
1320,46065.0,Hughes,SouthDakota,Hughes_SouthDakota_UnitedStates
1321,6023.0,Humboldt,California,Humboldt_California_UnitedStates
1322,19091.0,Humboldt,Iowa,Humboldt_Iowa_UnitedStates
1323,32013.0,Humboldt,Nevada,Humboldt_Nevada_UnitedStates
1324,28053.0,Humphreys,Mississippi,Humphreys_Mississippi_UnitedStates
1325,47085.0,Humphreys,Tennessee,Humphreys_Tennessee_UnitedStates
1330,26063.0,Huron,Michigan,Huron_Michigan_UnitedStates
1332,46067.0,Hutchinson,SouthDakota,Hutchinson_SouthDakota_UnitedStates
1334,37095.0,Hyde,NorthCarolina,Hyde_NorthCarolina_UnitedStates
1335,46069.0,Hyde,SouthDakota,Hyde_SouthDakota_UnitedStates
1338,19093.0,Ida,Iowa,Ida_Iowa_UnitedStates
1339,16049.0,Idaho,Idaho,Idaho_Idaho_UnitedStates
1341,5063.0,Independence,Arkansas,Independence_Arkansas_UnitedStates
1345,6027.0,Inyo,California,Inyo_California_UnitedStates
1347,26069.0,Iosco,Michigan,Iosco_Michigan_UnitedStates
1348,19095.0,Iowa,Iowa,Iowa_Iowa_UnitedStates
1351,48235.0,Irion,Texas,Irion_Texas_UnitedStates
1352,26071.0,Iron,Michigan,Iron_Michigan_UnitedStates
1353,29093.0,Iron,Missouri,Iron_Missouri_UnitedStates
1355,55051.0,Iron,Wisconsin,Iron_Wisconsin_UnitedStates
1356,17075.0,Iroquois,Illinois,Iroquois_Illinois_UnitedStates
1357,13155.0,Irwin,Georgia,Irwin_Georgia_UnitedStates
1362,28055.0,Issaquena,Mississippi,Issaquena_Mississippi_UnitedStates
1363,27061.0,Itasca,Minnesota,Itasca_Minnesota_UnitedStates
1364,28057.0,Itawamba,Mississippi,Itawamba_Mississippi_UnitedStates
1365,5065.0,Izard,Arkansas,Izard_Arkansas_UnitedStates
1366,48237.0,Jack,Texas,Jack_Texas_UnitedStates
1368,5067.0,Jackson,Arkansas,Jackson_Arkansas_UnitedStates
1369,8057.0,Jackson,Colorado,Jackson_Colorado_UnitedStates
1370,12063.0,Jackson,Florida,Jackson_Florida_UnitedStates
1374,19097.0,Jackson,Iowa,Jackson_Iowa_UnitedStates
1376,21109.0,Jackson,Kentucky,Jackson_Kentucky_UnitedStates
1377,22049.0,Jackson,Louisiana,Jackson_Louisiana_UnitedStates
1379,27063.0,Jackson,Minnesota,Jackson_Minnesota_UnitedStates
1383,39079.0,Jackson,Ohio,Jackson_Ohio_UnitedStates
1384,40065.0,Jackson,Oklahoma,Jackson_Oklahoma_UnitedStates
1386,46071.0,Jackson,SouthDakota,Jackson_SouthDakota_UnitedStates
1388,48239.0,Jackson,Texas,Jackson_Texas_UnitedStates
1389,54035.0,Jackson,WestVirginia,Jackson_WestVirginia_UnitedStates
1390,55053.0,Jackson,Wisconsin,Jackson_Wisconsin_UnitedStates
1393,17079.0,Jasper,Illinois,Jasper_Illinois_UnitedStates
1396,28061.0,Jasper,Mississippi,Jasper_Mississippi_UnitedStates
1399,48241.0,Jasper,Texas,Jasper_Texas_UnitedStates
1400,18075.0,Jay,Indiana,Jay_Indiana_UnitedStates
1401,13161.0,JeffDavis,Georgia,JeffDavis_Georgia_UnitedStates
1402,48243.0,JeffDavis,Texas,JeffDavis_Texas_UnitedStates
1403,22053.0,JeffersonDavis,Louisiana,JeffersonDavis_Louisiana_UnitedStates
1404,28065.0,JeffersonDavis,Mississippi,JeffersonDavis_Mississippi_UnitedStates
1409,13163.0,Jefferson,Georgia,Jefferson_Georgia_UnitedStates
1411,17081.0,Jefferson,Illinois,Jefferson_Illinois_UnitedStates
1413,19101.0,Jefferson,Iowa,Jefferson_Iowa_UnitedStates
1417,28063.0,Jefferson,Mississippi,Jefferson_Mississippi_UnitedStates
1419,30043.0,Jefferson,Montana,Jefferson_Montana_UnitedStates
1420,31095.0,Jefferson,Nebraska,Jefferson_Nebraska_UnitedStates
1423,40067.0,Jefferson,Oklahoma,Jefferson_Oklahoma_UnitedStates
1424,41031.0,Jefferson,Oregon,Jefferson_Oregon_UnitedStates
1425,42065.0,Jefferson,Pennsylvania,Jefferson_Pennsylvania_UnitedStates
1428,53031.0,Jefferson,Washington,Jefferson_Washington_UnitedStates
1431,13165.0,Jenkins,Georgia,Jenkins_Georgia_UnitedStates
1433,46073.0,Jerauld,SouthDakota,Jerauld_SouthDakota_UnitedStates
1434,16053.0,Jerome,Idaho,Jerome_Idaho_UnitedStates
1437,20089.0,Jewell,Kansas,Jewell_Kansas_UnitedStates
1438,48247.0,JimHogg,Texas,JimHogg_Texas_UnitedStates
1440,17085.0,JoDaviess,Illinois,JoDaviess_Illinois_UnitedStates
1441,5071.0,Johnson,Arkansas,Johnson_Arkansas_UnitedStates
1442,13167.0,Johnson,Georgia,Johnson_Georgia_UnitedStates
1443,17087.0,Johnson,Illinois,Johnson_Illinois_UnitedStates
1447,21115.0,Johnson,Kentucky,Johnson_Kentucky_UnitedStates
1449,31097.0,Johnson,Nebraska,Johnson_Nebraska_UnitedStates
1450,47091.0,Johnson,Tennessee,Johnson_Tennessee_UnitedStates
1452,56019.0,Johnson,Wyoming,Johnson_Wyoming_UnitedStates
1454,40069.0,Johnston,Oklahoma,Johnston_Oklahoma_UnitedStates
1459,46075.0,Jones,SouthDakota,Jones_SouthDakota_UnitedStates
1463,30045.0,JudithBasin,Montana,JudithBasin_Montana_UnitedStates
1464,2110.0,Juneau,Alaska,Juneau_Alaska_UnitedStates
1465,55057.0,Juneau,Wisconsin,Juneau_Wisconsin_UnitedStates
1466,42067.0,Juniata,Pennsylvania,Juniata_Pennsylvania_UnitedStates
1469,26079.0,Kalkaska,Michigan,Kalkaska_Michigan_UnitedStates
1470,27065.0,Kanabec,Minnesota,Kanabec_Minnesota_UnitedStates
1474,49025.0,Kane,Utah,Kane_Utah_UnitedStates
1476,48255.0,Karnes,Texas,Karnes_Texas_UnitedStates
1477,15007.0,Kauai,Hawaii,Kauai_Hawaii_UnitedStates
1479,40071.0,Kay,Oklahoma,Kay_Oklahoma_UnitedStates
1480,31099.0,Kearney,Nebraska,Kearney_Nebraska_UnitedStates
1481,20093.0,Kearny,Kansas,Kearny_Kansas_UnitedStates
1482,31101.0,Keith,Nebraska,Keith_Nebraska_UnitedStates
1483,28069.0,Kemper,Mississippi,Kemper_Mississippi_UnitedStates
1484,2122.0,KenaiPeninsula,Alaska,KenaiPeninsula_Alaska_UnitedStates
1487,48261.0,Kenedy,Texas,Kenedy_Texas_UnitedStates
1491,24029.0,Kent,Maryland,Kent_Maryland_UnitedStates
1494,48263.0,Kent,Texas,Kent_Texas_UnitedStates
1496,19107.0,Keokuk,Iowa,Keokuk_Iowa_UnitedStates
1500,2130.0,KetchikanGateway,Alaska,KetchikanGateway_Alaska_UnitedStates
1502,26083.0,Keweenaw,Michigan,Keweenaw_Michigan_UnitedStates
1503,31103.0,KeyaPaha,Nebraska,KeyaPaha_Nebraska_UnitedStates
1504,38043.0,Kidder,NorthDakota,Kidder_NorthDakota_UnitedStates
1505,31105.0,Kimball,Nebraska,Kimball_Nebraska_UnitedStates
1506,48267.0,Kimble,Texas,Kimble_Texas_UnitedStates
1507,51099.0,KingGeorge,Virginia,KingGeorge_Virginia_UnitedStates
1509,48269.0,King,Texas,King_Texas_UnitedStates
1511,51097.0,KingandQueen,Virginia,KingandQueen_Virginia_UnitedStates
1512,40073.0,Kingfisher,Oklahoma,Kingfisher_Oklahoma_UnitedStates
