,fips_code,county,state,c3_data_id
1516,46077.0,Kingsbury,SouthDakota,Kingsbury_SouthDakota_UnitedStates
1517,48271.0,Kinney,Texas,Kinney_Texas_UnitedStates
1518,8061.0,Kiowa,Colorado,Kiowa_Colorado_UnitedStates
1519,20097.0,Kiowa,Kansas,Kiowa_Kansas_UnitedStates
1520,40075.0,Kiowa,Oklahoma,Kiowa_Oklahoma_UnitedStates
1521,8063.0,KitCarson,Colorado,KitCarson_Colorado_UnitedStates
1524,27069.0,Kittson,Minnesota,Kittson_Minnesota_UnitedStates
1525,41035.0,Klamath,Oregon,Klamath_Oregon_UnitedStates
1527,53039.0,Klickitat,Washington,Klickitat_Washington_UnitedStates
1528,21119.0,Knott,Kentucky,Knott_Kentucky_UnitedStates
1530,18083.0,Knox,Indiana,Knox_Indiana_UnitedStates
1531,21121.0,Knox,Kentucky,Knox_Kentucky_UnitedStates
1532,23013.0,Knox,Maine,Knox_Maine_UnitedStates
1533,29103.0,Knox,Missouri,Knox_Missouri_UnitedStates
1534,31107.0,Knox,Nebraska,Knox_Nebraska_UnitedStates
1537,48275.0,Knox,Texas,Knox_Texas_UnitedStates
1538,2150.0,KodiakIsland,Alaska,KodiakIsland_Alaska_UnitedStates
1539,27071.0,Koochiching,Minnesota,Koochiching_Minnesota_UnitedStates
1542,19109.0,Kossuth,Iowa,Kossuth_Iowa_UnitedStates
1545,18087.0,LaGrange,Indiana,LaGrange_Indiana_UnitedStates
1546,38045.0,LaMoure,NorthDakota,LaMoure_NorthDakota_UnitedStates
1547,4012.0,LaPaz,Arizona,LaPaz_Arizona_UnitedStates
1551,22059.0,LaSalle,Louisiana,LaSalle_Louisiana_UnitedStates
1552,48283.0,LaSalle,Texas,LaSalle_Texas_UnitedStates
1553,20099.0,Labette,Kansas,Labette_Kansas_UnitedStates
1556,27073.0,LacquiParle,Minnesota,LacquiParle_Minnesota_UnitedStates
1557,5073.0,Lafayette,Arkansas,Lafayette_Arkansas_UnitedStates
1558,12067.0,Lafayette,Florida,Lafayette_Florida_UnitedStates
1562,55065.0,Lafayette,Wisconsin,Lafayette_Wisconsin_UnitedStates
1565,8065.0,Lake,Colorado,Lake_Colorado_UnitedStates
1569,26085.0,Lake,Michigan,Lake_Michigan_UnitedStates
1570,27075.0,Lake,Minnesota,Lake_Minnesota_UnitedStates
1571,30047.0,Lake,Montana,Lake_Montana_UnitedStates
1573,41037.0,Lake,Oregon,Lake_Oregon_UnitedStates
1574,46079.0,Lake,SouthDakota,Lake_SouthDakota_UnitedStates
1575,47095.0,Lake,Tennessee,Lake_Tennessee_UnitedStates
1576,2164.0,LakeandPeninsula,Alaska,LakeandPeninsula_Alaska_UnitedStates
1577,27077.0,LakeoftheWoods,Minnesota,LakeoftheWoods_Minnesota_UnitedStates
1578,1075.0,Lamar,Alabama,Lamar_Alabama_UnitedStates
1581,48277.0,Lamar,Texas,Lamar_Texas_UnitedStates
1582,48279.0,Lamb,Texas,Lamb_Texas_UnitedStates
1583,50015.0,Lamoille,Vermont,Lamoille_Vermont_UnitedStates
1588,51103.0,Lancaster,Virginia,Lancaster_Virginia_UnitedStates
1589,32015.0,Lander,Nevada,Lander_Nevada_UnitedStates
1590,20101.0,Lane,Kansas,Lane_Kansas_UnitedStates
1592,55067.0,Langlade,Wisconsin,Langlade_Wisconsin_UnitedStates
1598,8071.0,LasAnimas,Colorado,LasAnimas_Colorado_UnitedStates
1599,6035.0,Lassen,California,Lassen_California_UnitedStates
1601,40077.0,Latimer,Oklahoma,Latimer_Oklahoma_UnitedStates
1603,28075.0,Lauderdale,Mississippi,Lauderdale_Mississippi_UnitedStates
1604,47097.0,Lauderdale,Tennessee,Lauderdale_Tennessee_UnitedStates
1605,21125.0,Laurel,Kentucky,Laurel_Kentucky_UnitedStates
1606,13175.0,Laurens,Georgia,Laurens_Georgia_UnitedStates
1608,48285.0,Lavaca,Texas,Lavaca_Texas_UnitedStates
1610,5075.0,Lawrence,Arkansas,Lawrence_Arkansas_UnitedStates
1611,17101.0,Lawrence,Illinois,Lawrence_Illinois_UnitedStates
1613,21127.0,Lawrence,Kentucky,Lawrence_Kentucky_UnitedStates
1614,28077.0,Lawrence,Mississippi,Lawrence_Mississippi_UnitedStates
1615,29109.0,Lawrence,Missouri,Lawrence_Missouri_UnitedStates
1622,35025.0,Lea,NewMexico,Lea_NewMexico_UnitedStates
1623,28079.0,Leake,Mississippi,Leake_Mississippi_UnitedStates
1627,5077.0,Lee,Arkansas,Lee_Arkansas_UnitedStates
1631,19111.0,Lee,Iowa,Lee_Iowa_UnitedStates
1632,21129.0,Lee,Kentucky,Lee_Kentucky_UnitedStates
1633,28081.0,Lee,Mississippi,Lee_Mississippi_UnitedStates
1635,45061.0,Lee,SouthCarolina,Lee_SouthCarolina_UnitedStates
1636,48287.0,Lee,Texas,Lee_Texas_UnitedStates
1637,51105.0,Lee,Virginia,Lee_Virginia_UnitedStates
1638,26089.0,Leelanau,Michigan,Leelanau_Michigan_UnitedStates
1639,28083.0,Leflore,Mississippi,Leflore_Mississippi_UnitedStates
1641,16059.0,Lemhi,Idaho,Lemhi_Idaho_UnitedStates
1645,48289.0,Leon,Texas,Leon_Texas_UnitedStates
1646,21131.0,Leslie,Kentucky,Leslie_Kentucky_UnitedStates
1647,21133.0,Letcher,Kentucky,Letcher_Kentucky_UnitedStates
1648,12075.0,Levy,Florida,Levy_Florida_UnitedStates
1649,16061.0,Lewis,Idaho,Lewis_Idaho_UnitedStates
1650,21135.0,Lewis,Kentucky,Lewis_Kentucky_UnitedStates
1651,29111.0,Lewis,Missouri,Lewis_Missouri_UnitedStates
1652,36049.0,Lewis,NewYork,Lewis_NewYork_UnitedStates
1653,47101.0,Lewis,Tennessee,Lewis_Tennessee_UnitedStates
1655,54041.0,Lewis,WestVirginia,Lewis_WestVirginia_UnitedStates
1656,30049.0,LewisandClark,Montana,LewisandClark_Montana_UnitedStates
1658,51678.0,Lexington,Virginia,Lexington_Virginia_UnitedStates
1659,12077.0,Liberty,Florida,Liberty_Florida_UnitedStates
1661,30051.0,Liberty,Montana,Liberty_Montana_UnitedStates
1665,48293.0,Limestone,Texas,Limestone_Texas_UnitedStates
1667,8073.0,Lincoln,Colorado,Lincoln_Colorado_UnitedStates
1669,16063.0,Lincoln,Idaho,Lincoln_Idaho_UnitedStates
1670,20105.0,Lincoln,Kansas,Lincoln_Kansas_UnitedStates
1671,21137.0,Lincoln,Kentucky,Lincoln_Kentucky_UnitedStates
1673,23015.0,Lincoln,Maine,Lincoln_Maine_UnitedStates
1674,27081.0,Lincoln,Minnesota,Lincoln_Minnesota_UnitedStates
1677,30053.0,Lincoln,Montana,Lincoln_Montana_UnitedStates
1678,31111.0,Lincoln,Nebraska,Lincoln_Nebraska_UnitedStates
1679,32017.0,Lincoln,Nevada,Lincoln_Nevada_UnitedStates
1680,35027.0,Lincoln,NewMexico,Lincoln_NewMexico_UnitedStates
1683,41041.0,Lincoln,Oregon,Lincoln_Oregon_UnitedStates
1685,47103.0,Lincoln,Tennessee,Lincoln_Tennessee_UnitedStates
1686,53043.0,Lincoln,Washington,Lincoln_Washington_UnitedStates
1689,56023.0,Lincoln,Wyoming,Lincoln_Wyoming_UnitedStates
1692,29115.0,Linn,Missouri,Linn_Missouri_UnitedStates
1694,48295.0,Lipscomb,Texas,Lipscomb_Texas_UnitedStates
1697,48297.0,LiveOak,Texas,LiveOak_Texas_UnitedStates
1699,21139.0,Livingston,Kentucky,Livingston_Kentucky_UnitedStates
1702,29117.0,Livingston,Missouri,Livingston_Missouri_UnitedStates
1704,48299.0,Llano,Texas,Llano_Texas_UnitedStates
1705,5083.0,Logan,Arkansas,Logan_Arkansas_UnitedStates
1706,8075.0,Logan,Colorado,Logan_Colorado_UnitedStates
1708,20109.0,Logan,Kansas,Logan_Kansas_UnitedStates
1709,21141.0,Logan,Kentucky,Logan_Kentucky_UnitedStates
1710,31113.0,Logan,Nebraska,Logan_Nebraska_UnitedStates
1711,38047.0,Logan,NorthDakota,Logan_NorthDakota_UnitedStates
1722,19115.0,Louisa,Iowa,Louisa_Iowa_UnitedStates
1723,51109.0,Louisa,Virginia,Louisa_Virginia_UnitedStates
1724,31115.0,Loup,Nebraska,Loup_Nebraska_UnitedStates
1725,40085.0,Love,Oklahoma,Love_Oklahoma_UnitedStates
1726,48301.0,Loving,Texas,Loving_Texas_UnitedStates
1729,28087.0,Lowndes,Mississippi,Lowndes_Mississippi_UnitedStates
1731,19117.0,Lucas,Iowa,Lucas_Iowa_UnitedStates
1733,26095.0,Luce,Michigan,Luce_Michigan_UnitedStates
1734,13187.0,Lumpkin,Georgia,Lumpkin_Georgia_UnitedStates
1736,51111.0,Lunenburg,Virginia,Lunenburg_Virginia_UnitedStates
1739,46085.0,Lyman,SouthDakota,Lyman_SouthDakota_UnitedStates
1742,19119.0,Lyon,Iowa,Lyon_Iowa_UnitedStates
1744,21143.0,Lyon,Kentucky,Lyon_Kentucky_UnitedStates
1745,27083.0,Lyon,Minnesota,Lyon_Minnesota_UnitedStates
1747,26097.0,Mackinac,Michigan,Mackinac_Michigan_UnitedStates
1749,1087.0,Macon,Alabama,Macon_Alabama_UnitedStates
1750,13193.0,Macon,Georgia,Macon_Georgia_UnitedStates
1752,29121.0,Macon,Missouri,Macon_Missouri_UnitedStates
1753,37113.0,Macon,NorthCarolina,Macon_NorthCarolina_UnitedStates
1759,12079.0,Madison,Florida,Madison_Florida_UnitedStates
1766,22065.0,Madison,Louisiana,Madison_Louisiana_UnitedStates
1768,29123.0,Madison,Missouri,Madison_Missouri_UnitedStates
1769,30057.0,Madison,Montana,Madison_Montana_UnitedStates
1770,31119.0,Madison,Nebraska,Madison_Nebraska_UnitedStates
1775,48313.0,Madison,Texas,Madison_Texas_UnitedStates
1776,51113.0,Madison,Virginia,Madison_Virginia_UnitedStates
1777,21153.0,Magoffin,Kentucky,Magoffin_Kentucky_UnitedStates
1778,19123.0,Mahaska,Iowa,Mahaska_Iowa_UnitedStates
1779,27087.0,Mahnomen,Minnesota,Mahnomen_Minnesota_UnitedStates
1781,40093.0,Major,Oklahoma,Major_Oklahoma_UnitedStates
1786,26101.0,Manistee,Michigan,Manistee_Michigan_UnitedStates
1789,1091.0,Marengo,Alabama,Marengo_Alabama_UnitedStates
1791,29125.0,Maries,Missouri,Maries_Missouri_UnitedStates
1794,1093.0,Marion,Alabama,Marion_Alabama_UnitedStates
1795,5089.0,Marion,Arkansas,Marion_Arkansas_UnitedStates
1800,19125.0,Marion,Iowa,Marion_Iowa_UnitedStates
1801,20115.0,Marion,Kansas,Marion_Kansas_UnitedStates
1802,21155.0,Marion,Kentucky,Marion_Kentucky_UnitedStates
1803,28091.0,Marion,Mississippi,Marion_Mississippi_UnitedStates
1804,29127.0,Marion,Missouri,Marion_Missouri_UnitedStates
1807,45067.0,Marion,SouthCarolina,Marion_SouthCarolina_UnitedStates
1809,48315.0,Marion,Texas,Marion_Texas_UnitedStates
1811,6043.0,Mariposa,California,Mariposa_California_UnitedStates
1813,26103.0,Marquette,Michigan,Marquette_Michigan_UnitedStates
1814,55077.0,Marquette,Wisconsin,Marquette_Wisconsin_UnitedStates
1819,20117.0,Marshall,Kansas,Marshall_Kansas_UnitedStates
1820,21157.0,Marshall,Kentucky,Marshall_Kentucky_UnitedStates
1821,27089.0,Marshall,Minnesota,Marshall_Minnesota_UnitedStates
1823,40095.0,Marshall,Oklahoma,Marshall_Oklahoma_UnitedStates
1824,46091.0,Marshall,SouthDakota,Marshall_SouthDakota_UnitedStates
1828,18101.0,Martin,Indiana,Martin_Indiana_UnitedStates
1829,21159.0,Martin,Kentucky,Martin_Kentucky_UnitedStates
1830,27091.0,Martin,Minnesota,Martin_Minnesota_UnitedStates
1831,37117.0,Martin,NorthCarolina,Martin_NorthCarolina_UnitedStates
1834,17125.0,Mason,Illinois,Mason_Illinois_UnitedStates
1836,26105.0,Mason,Michigan,Mason_Michigan_UnitedStates
1837,48319.0,Mason,Texas,Mason_Texas_UnitedStates
1840,17127.0,Massac,Illinois,Massac_Illinois_UnitedStates
1846,48323.0,Maverick,Texas,Maverick_Texas_UnitedStates
1847,40097.0,Mayes,Oklahoma,Mayes_Oklahoma_UnitedStates
1849,30055.0,McCone,Montana,McCone_Montana_UnitedStates
1851,45065.0,McCormick,SouthCarolina,McCormick_SouthCarolina_UnitedStates
1852,21145.0,McCracken,Kentucky,McCracken_Kentucky_UnitedStates
1853,21147.0,McCreary,Kentucky,McCreary_Kentucky_UnitedStates
1854,48307.0,McCulloch,Texas,McCulloch_Texas_UnitedStates
1855,40089.0,McCurtain,Oklahoma,McCurtain_Oklahoma_UnitedStates
1857,17109.0,McDonough,Illinois,McDonough_Illinois_UnitedStates
1859,54047.0,McDowell,WestVirginia,McDowell_WestVirginia_UnitedStates
1862,38049.0,McHenry,NorthDakota,McHenry_NorthDakota_UnitedStates
1864,38051.0,McIntosh,NorthDakota,McIntosh_NorthDakota_UnitedStates
1865,40091.0,McIntosh,Oklahoma,McIntosh_Oklahoma_UnitedStates
1866,42083.0,McKean,Pennsylvania,McKean_Pennsylvania_UnitedStates
1867,38053.0,McKenzie,NorthDakota,McKenzie_NorthDakota_UnitedStates
1868,35031.0,McKinley,NewMexico,McKinley_NewMexico_UnitedStates
1871,38055.0,McLean,NorthDakota,McLean_NorthDakota_UnitedStates
1875,48311.0,McMullen,Texas,McMullen_Texas_UnitedStates
1876,47109.0,McNairy,Tennessee,McNairy_Tennessee_UnitedStates
1877,20113.0,McPherson,Kansas,McPherson_Kansas_UnitedStates
1878,31117.0,McPherson,Nebraska,McPherson_Nebraska_UnitedStates
1879,46089.0,McPherson,SouthDakota,McPherson_SouthDakota_UnitedStates
1880,20119.0,Meade,Kansas,Meade_Kansas_UnitedStates
1883,30059.0,Meagher,Montana,Meagher_Montana_UnitedStates
1885,51117.0,Mecklenburg,Virginia,Mecklenburg_Virginia_UnitedStates
1889,27093.0,Meeker,Minnesota,Meeker_Minnesota_UnitedStates
1890,39105.0,Meigs,Ohio,Meigs_Ohio_UnitedStates
1891,47121.0,Meigs,Tennessee,Meigs_Tennessee_UnitedStates
1892,46095.0,Mellette,SouthDakota,Mellette_SouthDakota_UnitedStates
1894,48327.0,Menard,Texas,Menard_Texas_UnitedStates
1896,21165.0,Menifee,Kentucky,Menifee_Kentucky_UnitedStates
1897,26109.0,Menominee,Michigan,Menominee_Michigan_UnitedStates
1901,21167.0,Mercer,Kentucky,Mercer_Kentucky_UnitedStates
1902,29129.0,Mercer,Missouri,Mercer_Missouri_UnitedStates
1904,38057.0,Mercer,NorthDakota,Mercer_NorthDakota_UnitedStates
1905,39107.0,Mercer,Ohio,Mercer_Ohio_UnitedStates
1912,21169.0,Metcalfe,Kentucky,Metcalfe_Kentucky_UnitedStates
1920,51119.0,Middlesex,Virginia,Middlesex_Virginia_UnitedStates
1924,48331.0,Milam,Texas,Milam_Texas_UnitedStates
1925,49027.0,Millard,Utah,Millard_Utah_UnitedStates
1928,13201.0,Miller,Georgia,Miller_Georgia_UnitedStates
1929,29131.0,Miller,Missouri,Miller_Missouri_UnitedStates
1931,48333.0,Mills,Texas,Mills_Texas_UnitedStates
1933,46097.0,Miner,SouthDakota,Miner_SouthDakota_UnitedStates
1934,8079.0,Mineral,Colorado,Mineral_Colorado_UnitedStates
1935,30061.0,Mineral,Montana,Mineral_Montana_UnitedStates
1936,32021.0,Mineral,Nevada,Mineral_Nevada_UnitedStates
1938,54059.0,Mingo,WestVirginia,Mingo_WestVirginia_UnitedStates
1939,16067.0,Minidoka,Idaho,Minidoka_Idaho_UnitedStates
1941,26113.0,Missaukee,Michigan,Missaukee_Michigan_UnitedStates
1943,29133.0,Mississippi,Missouri,Mississippi_Missouri_UnitedStates
1945,13205.0,Mitchell,Georgia,Mitchell_Georgia_UnitedStates
1946,19131.0,Mitchell,Iowa,Mitchell_Iowa_UnitedStates
1947,20123.0,Mitchell,Kansas,Mitchell_Kansas_UnitedStates
1948,37121.0,Mitchell,NorthCarolina,Mitchell_NorthCarolina_UnitedStates
1949,48335.0,Mitchell,Texas,Mitchell_Texas_UnitedStates
1951,6049.0,Modoc,California,Modoc_California_UnitedStates
1952,8081.0,Moffat,Colorado,Moffat_Colorado_UnitedStates
1956,6051.0,Mono,California,Mono_California_UnitedStates
1957,19133.0,Monona,Iowa,Monona_Iowa_UnitedStates
1959,1099.0,Monroe,Alabama,Monroe_Alabama_UnitedStates
1960,5095.0,Monroe,Arkansas,Monroe_Arkansas_UnitedStates
1965,19135.0,Monroe,Iowa,Monroe_Iowa_UnitedStates
1966,21171.0,Monroe,Kentucky,Monroe_Kentucky_UnitedStates
1968,28095.0,Monroe,Mississippi,Monroe_Mississippi_UnitedStates
1969,29137.0,Monroe,Missouri,Monroe_Missouri_UnitedStates
1971,39111.0,Monroe,Ohio,Monroe_Ohio_UnitedStates
1973,47123.0,Monroe,Tennessee,Monroe_Tennessee_UnitedStates
1974,54063.0,Monroe,WestVirginia,Monroe_WestVirginia_UnitedStates
1975,55081.0,Monroe,Wisconsin,Monroe_Wisconsin_UnitedStates
1976,48337.0,Montague,Texas,Montague_Texas_UnitedStates
1979,8083.0,Montezuma,Colorado,Montezuma_Colorado_UnitedStates
1981,5097.0,Montgomery,Arkansas,Montgomery_Arkansas_UnitedStates
1982,13209.0,Montgomery,Georgia,Montgomery_Georgia_UnitedStates
1983,17135.0,Montgomery,Illinois,Montgomery_Illinois_UnitedStates
1985,19137.0,Montgomery,Iowa,Montgomery_Iowa_UnitedStates
1986,20125.0,Montgomery,Kansas,Montgomery_Kansas_UnitedStates
1989,28097.0,Montgomery,Mississippi,Montgomery_Mississippi_UnitedStates
1990,29139.0,Montgomery,Missouri,Montgomery_Missouri_UnitedStates
1992,37123.0,Montgomery,NorthCarolina,Montgomery_NorthCarolina_UnitedStates
1998,26119.0,Montmorency,Michigan,Montmorency_Michigan_UnitedStates
2001,46101.0,Moody,SouthDakota,Moody_SouthDakota_UnitedStates
2003,47127.0,Moore,Tennessee,Moore_Tennessee_UnitedStates
2004,48341.0,Moore,Texas,Moore_Texas_UnitedStates
2005,35033.0,Mora,NewMexico,Mora_NewMexico_UnitedStates
2012,21175.0,Morgan,Kentucky,Morgan_Kentucky_UnitedStates
2013,29141.0,Morgan,Missouri,Morgan_Missouri_UnitedStates
2014,39115.0,Morgan,Ohio,Morgan_Ohio_UnitedStates
2017,54065.0,Morgan,WestVirginia,Morgan_WestVirginia_UnitedStates
2018,31123.0,Morrill,Nebraska,Morrill_Nebraska_UnitedStates
2019,20127.0,Morris,Kansas,Morris_Kansas_UnitedStates
2021,48343.0,Morris,Texas,Morris_Texas_UnitedStates
2022,27097.0,Morrison,Minnesota,Morrison_Minnesota_UnitedStates
2025,20129.0,Morton,Kansas,Morton_Kansas_UnitedStates
2027,48345.0,Motley,Texas,Motley_Texas_UnitedStates
2028,17139.0,Moultrie,Illinois,Moultrie_Illinois_UnitedStates
2029,38061.0,Mountrail,NorthDakota,Mountrail_NorthDakota_UnitedStates
2031,21177.0,Muhlenberg,Kentucky,Muhlenberg_Kentucky_UnitedStates
2034,27101.0,Murray,Minnesota,Murray_Minnesota_UnitedStates
2035,40099.0,Murray,Oklahoma,Murray_Oklahoma_UnitedStates
2041,30065.0,Musselshell,Montana,Musselshell_Montana_UnitedStates
2042,48347.0,Nacogdoches,Texas,Nacogdoches_Texas_UnitedStates
2043,31125.0,Nance,Nebraska,Nance_Nebraska_UnitedStates
2044,25019.0,Nantucket,Massachusetts,Nantucket_Massachusetts_UnitedStates
2054,38063.0,Nelson,NorthDakota,Nelson_NorthDakota_UnitedStates
2056,20131.0,Nemaha,Kansas,Nemaha_Kansas_UnitedStates
2057,31127.0,Nemaha,Nebraska,Nemaha_Nebraska_UnitedStates
2058,20133.0,Neosho,Kansas,Neosho_Kansas_UnitedStates
2059,28099.0,Neshoba,Mississippi,Neshoba_Mississippi_UnitedStates
2060,20135.0,Ness,Kansas,Ness_Kansas_UnitedStates
2061,5099.0,Nevada,Arkansas,Nevada_Arkansas_UnitedStates
2068,29143.0,NewMadrid,Missouri,NewMadrid_Missouri_UnitedStates
2070,26123.0,Newaygo,Michigan,Newaygo_Michigan_UnitedStates
2074,5101.0,Newton,Arkansas,Newton_Arkansas_UnitedStates
2077,28101.0,Newton,Mississippi,Newton_Mississippi_UnitedStates
2082,21181.0,Nicholas,Kentucky,Nicholas_Kentucky_UnitedStates
2083,54067.0,Nicholas,WestVirginia,Nicholas_WestVirginia_UnitedStates
2085,56027.0,Niobrara,Wyoming,Niobrara_Wyoming_UnitedStates
2087,39121.0,Noble,Ohio,Noble_Ohio_UnitedStates
2088,40103.0,Noble,Oklahoma,Noble_Oklahoma_UnitedStates
2089,27105.0,Nobles,Minnesota,Nobles_Minnesota_UnitedStates
2092,2180.0,Nome,Alaska,Nome_Alaska_UnitedStates
2095,27107.0,Norman,Minnesota,Norman_Minnesota_UnitedStates
2096,2185.0,NorthSlope,Alaska,NorthSlope_Alaska_UnitedStates
2097,37131.0,Northampton,NorthCarolina,Northampton_NorthCarolina_UnitedStates
2099,51131.0,Northampton,Virginia,Northampton_Virginia_UnitedStates
2101,51133.0,Northumberland,Virginia,Northumberland_Virginia_UnitedStates
2102,2188.0,NorthwestArctic,Alaska,NorthwestArctic_Alaska_UnitedStates
2103,20137.0,Norton,Kansas,Norton_Kansas_UnitedStates
2104,51720.0,Norton,Virginia,Norton_Virginia_UnitedStates
2105,51135.0,Nottoway,Virginia,Nottoway_Virginia_UnitedStates
2106,40105.0,Nowata,Oklahoma,Nowata_Oklahoma_UnitedStates
2107,28103.0,Noxubee,Mississippi,Noxubee_Mississippi_UnitedStates
2108,31129.0,Nuckolls,Nebraska,Nuckolls_Nebraska_UnitedStates
2111,19141.0,O'Brien,Iowa,O'Brien_Iowa_UnitedStates
2113,47131.0,Obion,Tennessee,Obion_Tennessee_UnitedStates
2115,26127.0,Oceana,Michigan,Oceana_Michigan_UnitedStates
2116,48357.0,Ochiltree,Texas,Ochiltree_Texas_UnitedStates
2120,26129.0,Ogemaw,Michigan,Ogemaw_Michigan_UnitedStates
2121,46102.0,OglalaLakota,SouthDakota,OglalaLakota_SouthDakota_UnitedStates
2125,21183.0,Ohio,Kentucky,Ohio_Kentucky_UnitedStates
2128,53047.0,Okanogan,Washington,Okanogan_Washington_UnitedStates
2130,40107.0,Okfuskee,Oklahoma,Okfuskee_Oklahoma_UnitedStates
2133,28105.0,Oktibbeha,Mississippi,Oktibbeha_Mississippi_UnitedStates
2135,48359.0,Oldham,Texas,Oldham_Texas_UnitedStates
2136,38065.0,Oliver,NorthDakota,Oliver_NorthDakota_UnitedStates
2138,16071.0,Oneida,Idaho,Oneida_Idaho_UnitedStates
2140,55085.0,Oneida,Wisconsin,Oneida_Wisconsin_UnitedStates
2144,26131.0,Ontonagon,Michigan,Ontonagon_Michigan_UnitedStates
2147,18117.0,Orange,Indiana,Orange_Indiana_UnitedStates
2151,50017.0,Orange,Vermont,Orange_Vermont_UnitedStates
2152,51137.0,Orange,Virginia,Orange_Virginia_UnitedStates
2154,29149.0,Oregon,Missouri,Oregon_Missouri_UnitedStates
2157,50019.0,Orleans,Vermont,Orleans_Vermont_UnitedStates
2161,20141.0,Osborne,Kansas,Osborne_Kansas_UnitedStates
2163,19143.0,Osceola,Iowa,Osceola_Iowa_UnitedStates
2164,26133.0,Osceola,Michigan,Osceola_Michigan_UnitedStates
2165,26135.0,Oscoda,Michigan,Oscoda_Michigan_UnitedStates
2167,8089.0,Otero,Colorado,Otero_Colorado_UnitedStates
2169,31131.0,Otoe,Nebraska,Otoe_Nebraska_UnitedStates
2170,26137.0,Otsego,Michigan,Otsego_Michigan_UnitedStates
2171,36077.0,Otsego,NewYork,Otsego_NewYork_UnitedStates
2172,20143.0,Ottawa,Kansas,Ottawa_Kansas_UnitedStates
2177,5103.0,Ouachita,Arkansas,Ouachita_Arkansas_UnitedStates
2179,8091.0,Ouray,Colorado,Ouray_Colorado_UnitedStates
2181,47133.0,Overton,Tennessee,Overton_Tennessee_UnitedStates
2183,21187.0,Owen,Kentucky,Owen_Kentucky_UnitedStates
2184,21189.0,Owsley,Kentucky,Owsley_Kentucky_UnitedStates
2186,23017.0,Oxford,Maine,Oxford_Maine_UnitedStates
2187,29153.0,Ozark,Missouri,Ozark_Missouri_UnitedStates
2189,53049.0,Pacific,Washington,Pacific_Washington_UnitedStates
2190,19145.0,Page,Iowa,Page_Iowa_UnitedStates
2191,51139.0,Page,Virginia,Page_Virginia_UnitedStates
2193,19147.0,PaloAlto,Iowa,PaloAlto_Iowa_UnitedStates
2196,28107.0,Panola,Mississippi,Panola_Mississippi_UnitedStates
2197,48365.0,Panola,Texas,Panola_Texas_UnitedStates
2199,30067.0,Park,Montana,Park_Montana_UnitedStates
2200,56029.0,Park,Wyoming,Park_Wyoming_UnitedStates
2201,18121.0,Parke,Indiana,Parke_Indiana_UnitedStates
2203,48369.0,Parmer,Texas,Parmer_Texas_UnitedStates
2207,51141.0,Patrick,Virginia,Patrick_Virginia_UnitedStates
2209,39125.0,Paulding,Ohio,Paulding_Ohio_UnitedStates
2210,20145.0,Pawnee,Kansas,Pawnee_Kansas_UnitedStates
2211,31133.0,Pawnee,Nebraska,Pawnee_Nebraska_UnitedStates
2217,48371.0,Pecos,Texas,Pecos_Texas_UnitedStates
2218,38067.0,Pembina,NorthDakota,Pembina_NorthDakota_UnitedStates
2219,29155.0,Pemiscot,Missouri,Pemiscot_Missouri_UnitedStates
2223,54071.0,Pendleton,WestVirginia,Pendleton_WestVirginia_UnitedStates
2224,27113.0,Pennington,Minnesota,Pennington_Minnesota_UnitedStates
2228,55091.0,Pepin,Wisconsin,Pepin_Wisconsin_UnitedStates
2229,31135.0,Perkins,Nebraska,Perkins_Nebraska_UnitedStates
2230,46105.0,Perkins,SouthDakota,Perkins_SouthDakota_UnitedStates
2232,1105.0,Perry,Alabama,Perry_Alabama_UnitedStates
2234,17145.0,Perry,Illinois,Perry_Illinois_UnitedStates
2235,18123.0,Perry,Indiana,Perry_Indiana_UnitedStates
2236,21193.0,Perry,Kentucky,Perry_Kentucky_UnitedStates
2238,29157.0,Perry,Missouri,Perry_Missouri_UnitedStates
2241,47135.0,Perry,Tennessee,Perry_Tennessee_UnitedStates
2242,32027.0,Pershing,Nevada,Pershing_Nevada_UnitedStates
2244,2195.0,Petersburg,Alaska,Petersburg_Alaska_UnitedStates
2246,30069.0,Petroleum,Montana,Petroleum_Montana_UnitedStates
2248,29161.0,Phelps,Missouri,Phelps_Missouri_UnitedStates
2249,31137.0,Phelps,Nebraska,Phelps_Nebraska_UnitedStates
2252,8095.0,Phillips,Colorado,Phillips_Colorado_UnitedStates
2253,20147.0,Phillips,Kansas,Phillips_Kansas_UnitedStates
2254,30071.0,Phillips,Montana,Phillips_Montana_UnitedStates
2260,47137.0,Pickett,Tennessee,Pickett_Tennessee_UnitedStates
2262,31139.0,Pierce,Nebraska,Pierce_Nebraska_UnitedStates
2263,38069.0,Pierce,NorthDakota,Pierce_NorthDakota_UnitedStates
2267,5109.0,Pike,Arkansas,Pike_Arkansas_UnitedStates
2269,17149.0,Pike,Illinois,Pike_Illinois_UnitedStates
2271,21195.0,Pike,Kentucky,Pike_Kentucky_UnitedStates
2273,29163.0,Pike,Missouri,Pike_Missouri_UnitedStates
2274,39131.0,Pike,Ohio,Pike_Ohio_UnitedStates
2278,27115.0,Pine,Minnesota,Pine_Minnesota_UnitedStates
2280,27117.0,Pipestone,Minnesota,Pipestone_Minnesota_UnitedStates
2281,23021.0,Piscataquis,Maine,Piscataquis_Maine_UnitedStates
2282,8097.0,Pitkin,Colorado,Pitkin_Colorado_UnitedStates
