fips_code,preparedness_score,county_health,social_score
1001.0,0.9739665261666062,0.524459211,4.686666666666667
1003.0,1.0002906126462745,0.59751217,3.9433333333333334
1005.0,0.9631695506136418,0.424805729,4.039999999999999
1007.0,0.9775028009843523,0.48408465700000003,4.183333333333333
1009.0,0.9849350660156504,0.5368970479999999,4.733333333333334
1011.0,1.055584204511925,0.393450819,2.96
1013.0,0.996486888720861,0.418964841,3.5966666666666662
1015.0,0.988792007662515,0.46372039,4.6866666666666665
1017.0,1.0435629734432033,0.44273748299999993,4.33
1019.0,1.0342301623657555,0.440690048,4.166666666666666
1021.0,0.9822851874049657,0.437793357,4.670000000000001
1023.0,1.0066256433940062,0.428070858,3.676666666666668
1025.0,0.9963018697016787,0.42638184200000007,3.79
1027.0,1.0336873216257616,0.47341078700000006,3.786666666666667
1029.0,0.9591091004002088,0.48518358500000003,3.873333333333334
1031.0,0.9877660561012382,0.48091044399999994,4.75
1033.0,1.0310034461139779,0.45570612099999996,4.833333333333333
1035.0,1.0805817990983027,0.407422638,3.69
1037.0,0.9480709071949948,0.42772432299999996,2.913333333333333
1039.0,1.0386147666366077,0.48302592,4.056666666666667
1041.0,1.0364638759856213,0.473368342,3.716666666666667
1043.0,0.9970892649512906,0.514323259,4.7700000000000005
1045.0,0.9755287610995146,0.46296640099999997,4.663333333333333
1047.0,1.0334005811613516,0.41221007899999995,3.9666666666666655
1049.0,1.0001534862467283,0.47738804700000004,4.656666666666667
1051.0,0.981036657451796,0.47992964399999993,4.713333333333334
1053.0,1.0276834636822256,0.461705633,3.93
1055.0,1.1255550131932868,0.45832505200000007,4.656666666666666
1057.0,1.0735483985153307,0.501350204,4.046666666666665
1059.0,1.0462368589208202,0.482719283,4.01
1061.0,1.0124664149010345,0.43945293500000004,4.316666666666666
1063.0,1.0012734261107776,0.376404494,3.2266666666666652
1065.0,0.9800664226110581,0.421108366,2.9599999999999995
1067.0,0.948263227319361,0.47687015099999996,3.2799999999999994
1069.0,1.1027668898001088,0.48036028899999994,4.616666666666666
1071.0,0.9999069137875842,0.47827999,4.1933333333333325
1073.0,1.0724532831179803,0.541068949,4.23
1075.0,0.952733860342556,0.455756685,4.029999999999999
1077.0,1.0413078982103825,0.53293631,4.213333333333333
1079.0,0.9933314728612828,0.53652968,4.129999999999999
1081.0,0.9753447755104966,0.5729805960000001,3.826666666666667
1083.0,1.0010474069931656,0.508794543,4.7299999999999995
1085.0,0.8411904134843298,0.382741643,3.1866666666666656
1087.0,0.893105480259281,0.421056067,3.8200000000000003
1089.0,1.0128957213436167,0.554204632,4.260000000000001
1091.0,0.995501692827313,0.42739800399999994,3.946666666666666
1093.0,1.0168798093748834,0.479007634,4.386666666666668
1095.0,1.0109705755721052,0.459423884,4.86
1097.0,1.0517544469372035,0.510689301,4.333333333333333
1099.0,1.0083392275645873,0.43185669299999996,3.560000000000001
1101.0,0.9953878498998427,0.482712774,4.403333333333334
1103.0,0.9990420761828911,0.508414834,4.843333333333334
