fips_code,county,state,c3_data_id
8031.0,Denver,Colorado,Denver_Colorado_UnitedStates
8033.0,Dolores,Colorado,Dolores_Colorado_UnitedStates
8035.0,Douglas,Colorado,Douglas_Colorado_UnitedStates
8037.0,Eagle,Colorado,Eagle_Colorado_UnitedStates
8039.0,Elbert,Colorado,Elbert_Colorado_UnitedStates
8041.0,El Paso,Colorado,ElPaso_Colorado_UnitedStates
8043.0,Fremont,Colorado,Fremont_Colorado_UnitedStates
8045.0,Garfield,Colorado,Garfield_Colorado_UnitedStates
8047.0,Gilpin,Colorado,Gilpin_Colorado_UnitedStates
8049.0,Grand,Colorado,Grand_Colorado_UnitedStates
8051.0,Gunnison,Colorado,Gunnison_Colorado_UnitedStates
8053.0,Hinsdale,Colorado,Hinsdale_Colorado_UnitedStates
8055.0,Huerfano,Colorado,Huerfano_Colorado_UnitedStates
8057.0,Jackson,Colorado,Jackson_Colorado_UnitedStates
8059.0,Jefferson,Colorado,Jefferson_Colorado_UnitedStates
8061.0,Kiowa,Colorado,Kiowa_Colorado_UnitedStates
8063.0,Kit Carson,Colorado,KitCarson_Colorado_UnitedStates
8065.0,Lake,Colorado,Lake_Colorado_UnitedStates
8067.0,La Plata,Colorado,LaPlata_Colorado_UnitedStates
8069.0,Larimer,Colorado,Larimer_Colorado_UnitedStates
8071.0,Las Animas,Colorado,LasAnimas_Colorado_UnitedStates
8073.0,Lincoln,Colorado,Lincoln_Colorado_UnitedStates
8075.0,Logan,Colorado,Logan_Colorado_UnitedStates
8077.0,Mesa,Colorado,Mesa_Colorado_UnitedStates
8079.0,Mineral,Colorado,Mineral_Colorado_UnitedStates
8081.0,Moffat,Colorado,Moffat_Colorado_UnitedStates
8083.0,Montezuma,Colorado,Montezuma_Colorado_UnitedStates
8085.0,Montrose,Colorado,Montrose_Colorado_UnitedStates
8087.0,Morgan,Colorado,Morgan_Colorado_UnitedStates
8089.0,Otero,Colorado,Otero_Colorado_UnitedStates
8091.0,Ouray,Colorado,Ouray_Colorado_UnitedStates
8093.0,Park,Colorado,Park_Colorado_UnitedStates
8095.0,Phillips,Colorado,Phillips_Colorado_UnitedStates
8097.0,Pitkin,Colorado,Pitkin_Colorado_UnitedStates
8099.0,Prowers,Colorado,Prowers_Colorado_UnitedStates
8101.0,Pueblo,Colorado,Pueblo_Colorado_UnitedStates
8103.0,Rio Blanco,Colorado,RioBlanco_Colorado_UnitedStates
8105.0,Rio Grande,Colorado,RioGrande_Colorado_UnitedStates
8107.0,Routt,Colorado,Routt_Colorado_UnitedStates
8109.0,Saguache,Colorado,Saguache_Colorado_UnitedStates
8111.0,San Juan,Colorado,SanJuan_Colorado_UnitedStates
8113.0,San Miguel,Colorado,SanMiguel_Colorado_UnitedStates
8115.0,Sedgwick,Colorado,Sedgwick_Colorado_UnitedStates
8117.0,Summit,Colorado,Summit_Colorado_UnitedStates
8119.0,Teller,Colorado,Teller_Colorado_UnitedStates
8121.0,Washington,Colorado,Washington_Colorado_UnitedStates
8123.0,Weld,Colorado,Weld_Colorado_UnitedStates
8125.0,Yuma,Colorado,Yuma_Colorado_UnitedStates
9001.0,Fairfield,Connecticut,Fairfield_Connecticut_UnitedStates
9003.0,Hartford,Connecticut,Hartford_Connecticut_UnitedStates
9005.0,Litchfield,Connecticut,Litchfield_Connecticut_UnitedStates
9007.0,Middlesex,Connecticut,Middlesex_Connecticut_UnitedStates
9009.0,New Haven,Connecticut,NewHaven_Connecticut_UnitedStates
9011.0,New London,Connecticut,NewLondon_Connecticut_UnitedStates
9013.0,Tolland,Connecticut,Tolland_Connecticut_UnitedStates
9015.0,Windham,Connecticut,Windham_Connecticut_UnitedStates
10001.0,Kent,Delaware,Kent_Delaware_UnitedStates
10003.0,New Castle,Delaware,NewCastle_Delaware_UnitedStates
10005.0,Sussex,Delaware,Sussex_Delaware_UnitedStates
11001.0,District of Columbia,District of Columbia,DistrictofColumbia_DistrictofColumbia_UnitedStates
12001.0,Alachua,Florida,Alachua_Florida_UnitedStates
12003.0,Baker,Florida,Baker_Florida_UnitedStates
12005.0,Bay,Florida,Bay_Florida_UnitedStates
12007.0,Bradford,Florida,Bradford_Florida_UnitedStates
12009.0,Brevard,Florida,Brevard_Florida_UnitedStates
12011.0,Broward,Florida,Broward_Florida_UnitedStates
12013.0,Calhoun,Florida,Calhoun_Florida_UnitedStates
12015.0,Charlotte,Florida,Charlotte_Florida_UnitedStates
12017.0,Citrus,Florida,Citrus_Florida_UnitedStates
12019.0,Clay,Florida,Clay_Florida_UnitedStates
12021.0,Collier,Florida,Collier_Florida_UnitedStates
12023.0,Columbia,Florida,Columbia_Florida_UnitedStates
12027.0,DeSoto,Florida,DeSoto_Florida_UnitedStates
12029.0,Dixie,Florida,Dixie_Florida_UnitedStates
12031.0,Duval,Florida,Duval_Florida_UnitedStates
12033.0,Escambia,Florida,Escambia_Florida_UnitedStates
12035.0,Flagler,Florida,Flagler_Florida_UnitedStates
12037.0,Franklin,Florida,Franklin_Florida_UnitedStates
12039.0,Gadsden,Florida,Gadsden_Florida_UnitedStates
12041.0,Gilchrist,Florida,Gilchrist_Florida_UnitedStates
12043.0,Glades,Florida,Glades_Florida_UnitedStates
12045.0,Gulf,Florida,Gulf_Florida_UnitedStates
12047.0,Hamilton,Florida,Hamilton_Florida_UnitedStates
12049.0,Hardee,Florida,Hardee_Florida_UnitedStates
12051.0,Hendry,Florida,Hendry_Florida_UnitedStates
12053.0,Hernando,Florida,Hernando_Florida_UnitedStates
12055.0,Highlands,Florida,Highlands_Florida_UnitedStates
12057.0,Hillsborough,Florida,Hillsborough_Florida_UnitedStates
12059.0,Holmes,Florida,Holmes_Florida_UnitedStates
12061.0,Indian River,Florida,IndianRiver_Florida_UnitedStates
12063.0,Jackson,Florida,Jackson_Florida_UnitedStates
12065.0,Jefferson,Florida,Jefferson_Florida_UnitedStates
12067.0,Lafayette,Florida,Lafayette_Florida_UnitedStates
12069.0,Lake,Florida,Lake_Florida_UnitedStates
12071.0,Lee,Florida,Lee_Florida_UnitedStates
12073.0,Leon,Florida,Leon_Florida_UnitedStates
12075.0,Levy,Florida,Levy_Florida_UnitedStates
12077.0,Liberty,Florida,Liberty_Florida_UnitedStates
12079.0,Madison,Florida,Madison_Florida_UnitedStates
12081.0,Manatee,Florida,Manatee_Florida_UnitedStates
12083.0,Marion,Florida,Marion_Florida_UnitedStates
12085.0,Martin,Florida,Martin_Florida_UnitedStates
12086.0,Miami-Dade,Florida,Miami-Dade_Florida_UnitedStates
12087.0,Monroe,Florida,Monroe_Florida_UnitedStates
12089.0,Nassau,Florida,Nassau_Florida_UnitedStates
12091.0,Okaloosa,Florida,Okaloosa_Florida_UnitedStates
12093.0,Okeechobee,Florida,Okeechobee_Florida_UnitedStates
12095.0,Orange,Florida,Orange_Florida_UnitedStates
12097.0,Osceola,Florida,Osceola_Florida_UnitedStates
12099.0,Palm Beach,Florida,PalmBeach_Florida_UnitedStates
12101.0,Pasco,Florida,Pasco_Florida_UnitedStates
12103.0,Pinellas,Florida,Pinellas_Florida_UnitedStates
12105.0,Polk,Florida,Polk_Florida_UnitedStates
12107.0,Putnam,Florida,Putnam_Florida_UnitedStates
12109.0,St. Johns,Florida,St.Johns_Florida_UnitedStates
12111.0,St. Lucie,Florida,St.Lucie_Florida_UnitedStates
12113.0,Santa Rosa,Florida,SantaRosa_Florida_UnitedStates
12115.0,Sarasota,Florida,Sarasota_Florida_UnitedStates
12117.0,Seminole,Florida,Seminole_Florida_UnitedStates
12119.0,Sumter,Florida,Sumter_Florida_UnitedStates
12121.0,Suwannee,Florida,Suwannee_Florida_UnitedStates
12123.0,Taylor,Florida,Taylor_Florida_UnitedStates
12125.0,Union,Florida,Union_Florida_UnitedStates
12127.0,Volusia,Florida,Volusia_Florida_UnitedStates
12129.0,Wakulla,Florida,Wakulla_Florida_UnitedStates
